estimate,m,αᵢ,π,only_firstclass
0.42,10,1.0,0.0,true
0.381,10,1.0,0.0,true
0.562,10,1.0,0.0,true
0.263,10,1.0,0.0,true
0.822,10,1.0,0.0,true
0.148,10,1.0,0.0,true
0.997,10,1.0,0.0,true
0.293,10,1.0,0.0,true
0.792,10,1.0,0.0,true
0.945,10,1.0,0.0,true
0.693,10,1.0,0.0,true
0.6,10,1.0,0.0,true
0.9,10,1.0,0.0,true
0.721,10,1.0,0.0,true
0.672,10,1.0,0.0,true
0.836,10,1.0,0.0,true
0.747,10,1.0,0.0,true
0.267,10,1.0,0.0,true
0.156,10,1.0,0.0,true
0.924,10,1.0,0.0,true
1.0,10,1.0,0.0,true
0.756,10,1.0,0.0,true
0.862,10,1.0,0.0,true
0.781,10,1.0,0.0,true
0.609,10,1.0,0.0,true
0.804,10,1.0,0.0,true
0.806,10,1.0,0.0,true
0.595,10,1.0,0.0,true
0.653,10,1.0,0.0,true
0.914,10,1.0,0.0,true
0.747,10,1.0,0.0,true
0.258,10,1.0,0.0,true
0.389,10,1.0,0.0,true
0.873,10,1.0,0.0,true
0.766,10,1.0,0.0,true
0.238,10,1.0,0.0,true
0.971,10,1.0,0.0,true
0.661,10,1.0,0.0,true
0.905,10,1.0,0.0,true
0.786,10,1.0,0.0,true
0.994,10,1.0,0.0,true
0.171,10,1.0,0.0,true
0.111,10,1.0,0.0,true
0.596,10,1.0,0.0,true
0.081,10,1.0,0.0,true
0.447,10,1.0,0.0,true
0.917,10,1.0,0.0,true
0.176,10,1.0,0.0,true
0.524,10,1.0,0.0,true
0.804,10,1.0,0.0,true
0.72,10,1.0,0.0,true
0.392,10,1.0,0.0,true
0.19,10,1.0,0.0,true
0.915,10,1.0,0.0,true
0.404,10,1.0,0.0,true
0.534,10,1.0,0.0,true
0.044,10,1.0,0.0,true
0.872,10,1.0,0.0,true
0.627,10,1.0,0.0,true
0.912,10,1.0,0.0,true
0.605,10,1.0,0.0,true
0.638,10,1.0,0.0,true
0.608,10,1.0,0.0,true
0.903,10,1.0,0.0,true
0.171,10,1.0,0.0,true
0.887,10,1.0,0.0,true
0.883,10,1.0,0.0,true
0.708,10,1.0,0.0,true
0.69,10,1.0,0.0,true
0.802,10,1.0,0.0,true
0.515,10,1.0,0.0,true
0.762,10,1.0,0.0,true
0.54,10,1.0,0.0,true
0.868,10,1.0,0.0,true
0.669,10,1.0,0.0,true
0.957,10,1.0,0.0,true
0.648,10,1.0,0.0,true
0.526,10,1.0,0.0,true
0.075,10,1.0,0.0,true
0.242,10,1.0,0.0,true
0.218,10,1.0,0.0,true
0.94,10,1.0,0.0,true
0.993,10,1.0,0.0,true
0.268,10,1.0,0.0,true
0.904,10,1.0,0.0,true
0.411,10,1.0,0.0,true
0.38,10,1.0,0.0,true
0.734,10,1.0,0.0,true
0.415,10,1.0,0.0,true
0.486,10,1.0,0.0,true
0.165,10,1.0,0.0,true
0.601,10,1.0,0.0,true
0.394,10,1.0,0.0,true
0.475,10,1.0,0.0,true
0.6,10,1.0,0.0,true
0.778,10,1.0,0.0,true
0.007,10,1.0,0.0,true
0.507,10,1.0,0.0,true
0.179,10,1.0,0.0,true
0.709,10,1.0,0.0,true
0.831,10,1.0,0.0,true
0.667,10,1.0,0.0,true
0.809,10,1.0,0.0,true
0.575,10,1.0,0.0,true
0.414,10,1.0,0.0,true
0.59,10,1.0,0.0,true
0.001,10,1.0,0.0,true
0.899,10,1.0,0.0,true
0.932,10,1.0,0.0,true
0.903,10,1.0,0.0,true
0.619,10,1.0,0.0,true
0.503,10,1.0,0.0,true
0.495,10,1.0,0.0,true
0.475,10,1.0,0.0,true
0.37,10,1.0,0.0,true
0.977,10,1.0,0.0,true
0.596,10,1.0,0.0,true
0.8,10,1.0,0.0,true
0.859,10,1.0,0.0,true
1.0,10,1.0,0.0,true
0.33,10,1.0,0.0,true
0.917,10,1.0,0.0,true
0.476,10,1.0,0.0,true
0.647,10,1.0,0.0,true
0.754,10,1.0,0.0,true
0.313,10,1.0,0.0,true
0.387,10,1.0,0.0,true
0.27,10,1.0,0.0,true
0.992,10,1.0,0.0,true
0.813,10,1.0,0.0,true
0.999,10,1.0,0.0,true
0.806,10,1.0,0.0,true
0.28,10,1.0,0.0,true
0.963,10,1.0,0.0,true
0.325,10,1.0,0.0,true
0.812,10,1.0,0.0,true
0.804,10,1.0,0.0,true
0.96,10,1.0,0.0,true
0.028,10,1.0,0.0,true
0.404,10,1.0,0.0,true
0.044,10,1.0,0.0,true
0.462,10,1.0,0.0,true
0.76,10,1.0,0.0,true
0.461,10,1.0,0.0,true
0.913,10,1.0,0.0,true
0.914,10,1.0,0.0,true
0.999,10,1.0,0.0,true
0.366,10,1.0,0.0,true
0.078,10,1.0,0.0,true
0.496,10,1.0,0.0,true
0.966,10,1.0,0.0,true
0.957,10,1.0,0.0,true
0.731,10,1.0,0.0,true
0.272,10,1.0,0.0,true
0.258,10,1.0,0.0,true
0.921,10,1.0,0.0,true
0.866,10,1.0,0.0,true
0.515,10,1.0,0.0,true
0.712,10,1.0,0.0,true
0.33,10,1.0,0.0,true
0.731,10,1.0,0.0,true
0.928,10,1.0,0.0,true
0.847,10,1.0,0.0,true
0.376,10,1.0,0.0,true
0.941,10,1.0,0.0,true
0.888,10,1.0,0.0,true
0.189,10,1.0,0.0,true
0.855,10,1.0,0.0,true
0.471,10,1.0,0.0,true
0.999,10,1.0,0.0,true
0.652,10,1.0,0.0,true
0.612,10,1.0,0.0,true
0.824,10,1.0,0.0,true
0.987,10,1.0,0.0,true
0.393,10,1.0,0.0,true
0.834,10,1.0,0.0,true
0.668,10,1.0,0.0,true
0.857,10,1.0,0.0,true
0.72,10,1.0,0.0,true
0.729,10,1.0,0.0,true
0.327,10,1.0,0.0,true
0.82,10,1.0,0.0,true
0.886,10,1.0,0.0,true
0.973,10,1.0,0.0,true
0.104,10,1.0,0.0,true
0.781,10,1.0,0.0,true
0.794,10,1.0,0.0,true
0.998,10,1.0,0.0,true
0.718,10,1.0,0.0,true
0.886,10,1.0,0.0,true
0.744,10,1.0,0.0,true
0.586,10,1.0,0.0,true
0.963,10,1.0,0.0,true
0.817,10,1.0,0.0,true
0.715,10,1.0,0.0,true
0.279,10,1.0,0.0,true
0.992,10,1.0,0.0,true
0.909,10,1.0,0.0,true
0.051,10,1.0,0.0,true
0.641,10,1.0,0.0,true
0.813,10,1.0,0.0,true
0.204,10,1.0,0.0,true
0.382,10,1.0,0.0,true
0.738,10,1.0,0.0,true
0.21,10,1.0,0.0,true
0.903,10,1.0,0.0,true
0.799,10,1.0,0.0,true
0.962,10,1.0,0.0,true
0.82,10,1.0,0.0,true
0.285,10,1.0,0.0,true
0.706,10,1.0,0.0,true
0.198,10,1.0,0.0,true
0.877,10,1.0,0.0,true
0.755,10,1.0,0.0,true
0.339,10,1.0,0.0,true
1.0,10,1.0,0.0,true
0.426,10,1.0,0.0,true
0.912,10,1.0,0.0,true
0.946,10,1.0,0.0,true
0.725,10,1.0,0.0,true
0.251,10,1.0,0.0,true
0.65,10,1.0,0.0,true
0.473,10,1.0,0.0,true
0.211,10,1.0,0.0,true
0.031,10,1.0,0.0,true
0.531,10,1.0,0.0,true
0.438,10,1.0,0.0,true
0.247,10,1.0,0.0,true
0.996,10,1.0,0.0,true
0.531,10,1.0,0.0,true
0.658,10,1.0,0.0,true
0.189,10,1.0,0.0,true
0.77,10,1.0,0.0,true
0.803,10,1.0,0.0,true
0.645,10,1.0,0.0,true
0.536,10,1.0,0.0,true
0.865,10,1.0,0.0,true
0.976,10,1.0,0.0,true
0.386,10,1.0,0.0,true
0.369,10,1.0,0.0,true
0.903,10,1.0,0.0,true
0.225,10,1.0,0.0,true
0.381,10,1.0,0.0,true
0.957,10,1.0,0.0,true
0.346,10,1.0,0.0,true
0.867,10,1.0,0.0,true
0.563,10,1.0,0.0,true
0.838,10,1.0,0.0,true
0.484,10,1.0,0.0,true
0.351,10,1.0,0.0,true
0.946,10,1.0,0.0,true
0.424,10,1.0,0.0,true
0.351,10,1.0,0.0,true
0.711,10,1.0,0.0,true
0.922,10,1.0,0.0,true
0.985,10,1.0,0.0,true
0.56,10,1.0,0.0,true
0.31,10,1.0,0.0,true
0.67,10,1.0,0.0,true
0.852,10,1.0,0.0,true
0.113,10,1.0,0.0,true
0.218,10,1.0,0.0,true
0.715,10,1.0,0.0,true
0.782,10,1.0,0.0,true
0.538,10,1.0,0.0,true
0.486,10,1.0,0.0,true
0.831,10,1.0,0.0,true
0.913,10,1.0,0.0,true
0.81,10,1.0,0.0,true
0.38,10,1.0,0.0,true
0.828,10,1.0,0.0,true
0.666,10,1.0,0.0,true
0.198,10,1.0,0.0,true
0.26,10,1.0,0.0,true
0.197,10,1.0,0.0,true
0.77,10,1.0,0.0,true
0.869,10,1.0,0.0,true
0.703,10,1.0,0.0,true
0.629,10,1.0,0.0,true
0.603,10,1.0,0.0,true
0.474,10,1.0,0.0,true
0.453,10,1.0,0.0,true
0.317,10,1.0,0.0,true
0.683,10,1.0,0.0,true
0.417,10,1.0,0.0,true
0.975,10,1.0,0.0,true
0.674,10,1.0,0.0,true
0.98,10,1.0,0.0,true
0.516,10,1.0,0.0,true
0.523,10,1.0,0.0,true
0.92,10,1.0,0.0,true
0.842,10,1.0,0.0,true
0.093,10,1.0,0.0,true
0.835,10,1.0,0.0,true
0.293,10,1.0,0.0,true
0.47,10,1.0,0.0,true
0.258,10,1.0,0.0,true
0.554,10,1.0,0.0,true
0.904,10,1.0,0.0,true
0.718,10,1.0,0.0,true
0.868,10,1.0,0.0,true
0.822,10,1.0,0.0,true
0.202,10,1.0,0.0,true
0.479,10,1.0,0.0,true
0.019,10,1.0,0.0,true
0.051,10,1.0,0.0,true
0.736,10,1.0,0.0,true
0.79,10,1.0,0.0,true
0.714,10,1.0,0.0,true
0.717,10,1.0,0.0,true
0.646,10,1.0,0.0,true
0.8,10,1.0,0.0,true
0.171,10,1.0,0.0,true
0.222,10,1.0,0.0,true
0.868,10,1.0,0.0,true
0.511,10,1.0,0.0,true
0.997,10,1.0,0.0,true
0.775,10,1.0,0.0,true
0.102,10,1.0,0.0,true
0.34,10,1.0,0.0,true
0.803,10,1.0,0.0,true
0.713,10,1.0,0.0,true
0.827,10,1.0,0.0,true
0.998,10,1.0,0.0,true
0.685,10,1.0,0.0,true
0.857,10,1.0,0.0,true
0.939,10,1.0,0.0,true
0.817,10,1.0,0.0,true
0.829,10,1.0,0.0,true
0.825,10,1.0,0.0,true
0.483,10,1.0,0.0,true
0.052,10,1.0,0.0,true
0.697,10,1.0,0.0,true
0.981,10,1.0,0.0,true
0.978,10,1.0,0.0,true
0.871,10,1.0,0.0,true
0.494,10,1.0,0.0,true
0.366,10,1.0,0.0,true
0.337,10,1.0,0.0,true
0.493,10,1.0,0.0,true
0.745,10,1.0,0.0,true
0.111,10,1.0,0.0,true
0.869,10,1.0,0.0,true
0.633,10,1.0,0.0,true
0.902,10,1.0,0.0,true
0.759,10,1.0,0.0,true
0.894,10,1.0,0.0,true
0.562,10,1.0,0.0,true
0.453,10,1.0,0.0,true
0.631,10,1.0,0.0,true
0.874,10,1.0,0.0,true
0.658,10,1.0,0.0,true
0.966,10,1.0,0.0,true
0.132,10,1.0,0.0,true
0.754,10,1.0,0.0,true
0.356,10,1.0,0.0,true
0.643,10,1.0,0.0,true
0.988,10,1.0,0.0,true
0.707,10,1.0,0.0,true
0.386,10,1.0,0.0,true
0.772,10,1.0,0.0,true
0.582,10,1.0,0.0,true
0.154,10,1.0,0.0,true
0.758,10,1.0,0.0,true
0.765,10,1.0,0.0,true
0.187,10,1.0,0.0,true
0.883,10,1.0,0.0,true
0.938,10,1.0,0.0,true
0.998,10,1.0,0.0,true
0.7,10,1.0,0.0,true
0.34,10,1.0,0.0,true
0.691,10,1.0,0.0,true
0.758,10,1.0,0.0,true
0.267,10,1.0,0.0,true
0.881,10,1.0,0.0,true
0.131,10,1.0,0.0,true
0.095,10,1.0,0.0,true
0.524,10,1.0,0.0,true
0.819,10,1.0,0.0,true
0.236,10,1.0,0.0,true
0.323,10,1.0,0.0,true
0.881,10,1.0,0.0,true
0.817,10,1.0,0.0,true
0.884,10,1.0,0.0,true
0.367,10,1.0,0.0,true
0.582,10,1.0,0.0,true
0.084,10,1.0,0.0,true
0.657,10,1.0,0.0,true
0.87,10,1.0,0.0,true
0.733,10,1.0,0.0,true
0.641,10,1.0,0.0,true
0.985,10,1.0,0.0,true
0.225,10,1.0,0.0,true
0.256,10,1.0,0.0,true
0.727,10,1.0,0.0,true
0.292,10,1.0,0.0,true
0.935,10,1.0,0.0,true
0.17,10,1.0,0.0,true
0.842,10,1.0,0.0,true
0.305,10,1.0,0.0,true
0.652,10,1.0,0.0,true
0.611,10,1.0,0.0,true
0.782,10,1.0,0.0,true
0.999,10,1.0,0.0,true
0.342,10,1.0,0.0,true
0.865,10,1.0,0.0,true
0.893,10,1.0,0.0,true
0.942,10,1.0,0.0,true
0.71,10,1.0,0.0,true
0.505,10,1.0,0.0,true
0.939,10,1.0,0.0,true
0.825,10,1.0,0.0,true
0.986,10,1.0,0.0,true
0.861,10,1.0,0.0,true
0.731,10,1.0,0.0,true
0.82,10,1.0,0.0,true
0.527,10,1.0,0.0,true
0.448,10,1.0,0.0,true
0.293,10,1.0,0.0,true
0.891,10,1.0,0.0,true
0.743,10,1.0,0.0,true
0.214,10,1.0,0.0,true
0.863,10,1.0,0.0,true
0.535,10,1.0,0.0,true
0.604,10,1.0,0.0,true
0.802,10,1.0,0.0,true
0.911,10,1.0,0.0,true
0.86,10,1.0,0.0,true
0.584,10,1.0,0.0,true
0.435,10,1.0,0.0,true
0.496,10,1.0,0.0,true
0.926,10,1.0,0.0,true
0.998,10,1.0,0.0,true
0.907,10,1.0,0.0,true
0.643,10,1.0,0.0,true
0.862,10,1.0,0.0,true
0.683,10,1.0,0.0,true
0.572,10,1.0,0.0,true
0.027,10,1.0,0.0,true
0.71,10,1.0,0.0,true
0.854,10,1.0,0.0,true
0.69,10,1.0,0.0,true
0.78,10,1.0,0.0,true
0.269,10,1.0,0.0,true
0.966,10,1.0,0.0,true
0.457,10,1.0,0.0,true
0.013,10,1.0,0.0,true
0.647,10,1.0,0.0,true
0.816,10,1.0,0.0,true
0.906,10,1.0,0.0,true
0.928,10,1.0,0.0,true
0.71,10,1.0,0.0,true
0.551,10,1.0,0.0,true
0.087,10,1.0,0.0,true
0.491,10,1.0,0.0,true
0.763,10,1.0,0.0,true
0.89,10,1.0,0.0,true
0.236,10,1.0,0.0,true
0.239,10,1.0,0.0,true
0.9,10,1.0,0.0,true
0.322,10,1.0,0.0,true
0.487,10,1.0,0.0,true
0.598,10,1.0,0.0,true
0.93,10,1.0,0.0,true
0.417,10,1.0,0.0,true
0.689,10,1.0,0.0,true
0.898,10,1.0,0.0,true
0.764,10,1.0,0.0,true
0.321,10,1.0,0.0,true
0.804,10,1.0,0.0,true
0.134,10,1.0,0.0,true
0.373,10,1.0,0.0,true
0.455,10,1.0,0.0,true
0.403,10,1.0,0.0,true
0.809,10,1.0,0.0,true
0.829,10,1.0,0.0,true
0.839,10,1.0,0.0,true
0.491,10,1.0,0.0,true
0.886,10,1.0,0.0,true
0.858,10,1.0,0.0,true
0.506,10,1.0,0.0,true
0.866,10,1.0,0.0,true
0.46,10,1.0,0.0,true
0.838,10,1.0,0.0,true
0.897,10,1.0,0.0,true
0.538,10,1.0,0.0,true
0.487,10,1.0,0.0,true
0.404,10,1.0,0.0,true
0.722,10,1.0,0.0,true
0.426,10,1.0,0.0,true
0.933,10,1.0,0.0,true
0.698,10,1.0,0.0,true
0.745,10,1.0,0.0,true
0.971,10,1.0,0.0,true
0.866,10,1.0,0.0,true
0.711,10,1.0,0.0,true
0.607,10,1.0,0.0,true
0.543,10,1.0,0.0,true
0.596,10,1.0,0.0,true
0.865,10,1.0,0.0,true
0.653,10,1.0,0.0,true
0.185,10,1.0,0.0,true
0.714,10,1.0,0.0,true
0.621,10,1.0,0.0,true
0.363,10,1.0,0.0,true
0.7,10,1.0,0.0,true
0.809,10,1.0,0.0,true
0.882,10,1.0,0.0,true
0.988,10,1.0,0.0,true
0.93,10,1.0,0.0,true
0.981,10,1.0,0.0,true
0.248,10,1.0,0.0,true
0.979,10,1.0,0.0,true
0.843,10,1.0,0.0,true
0.726,10,1.0,0.0,true
0.865,10,1.0,0.0,true
0.976,10,1.0,0.0,true
0.96,10,1.0,0.0,true
0.632,10,1.0,0.0,true
0.644,10,1.0,0.0,true
0.611,10,1.0,0.0,true
0.951,10,1.0,0.0,true
0.578,10,1.0,0.0,true
0.993,10,1.0,0.0,true
0.647,10,1.0,0.0,true
0.513,10,1.0,0.0,true
0.769,10,1.0,0.0,true
0.319,10,1.0,0.0,true
0.47,10,1.0,0.0,true
0.59,10,1.0,0.0,true
0.204,10,1.0,0.0,true
0.611,10,1.0,0.0,true
0.539,10,1.0,0.0,true
0.722,10,1.0,0.0,true
0.832,10,1.0,0.0,true
0.411,10,1.0,0.0,true
0.083,10,1.0,0.0,true
0.569,10,1.0,0.0,true
0.445,10,1.0,0.0,true
0.958,10,1.0,0.0,true
0.816,10,1.0,0.0,true
0.715,10,1.0,0.0,true
0.645,10,1.0,0.0,true
0.856,10,1.0,0.0,true
0.051,10,1.0,0.0,true
0.707,10,1.0,0.0,true
0.462,10,1.0,0.0,true
0.604,10,1.0,0.0,true
0.293,10,1.0,0.0,true
0.699,10,1.0,0.0,true
0.846,10,1.0,0.0,true
0.994,10,1.0,0.0,true
0.936,10,1.0,0.0,true
0.328,10,1.0,0.0,true
0.976,10,1.0,0.0,true
0.48,10,1.0,0.0,true
0.584,10,1.0,0.0,true
0.89,10,1.0,0.0,true
0.55,10,1.0,0.0,true
0.128,10,1.0,0.0,true
0.198,10,1.0,0.0,true
0.883,10,1.0,0.0,true
0.366,10,1.0,0.0,true
0.689,10,1.0,0.0,true
0.868,10,1.0,0.0,true
0.446,10,1.0,0.0,true
0.98,10,1.0,0.0,true
0.318,10,1.0,0.0,true
0.748,10,1.0,0.0,true
0.642,10,1.0,0.0,true
0.852,10,1.0,0.0,true
0.573,10,1.0,0.0,true
0.35,10,1.0,0.0,true
0.898,10,1.0,0.0,true
0.513,10,1.0,0.0,true
0.215,10,1.0,0.0,true
0.319,10,1.0,0.0,true
0.896,10,1.0,0.0,true
0.719,10,1.0,0.0,true
0.658,10,1.0,0.0,true
0.978,10,1.0,0.0,true
0.209,10,1.0,0.0,true
0.519,10,1.0,0.0,true
0.251,10,1.0,0.0,true
0.359,10,1.0,0.0,true
0.871,10,1.0,0.0,true
0.975,10,1.0,0.0,true
0.437,10,1.0,0.0,true
0.859,10,1.0,0.0,true
0.457,10,1.0,0.0,true
0.194,10,1.0,0.0,true
0.786,10,1.0,0.0,true
0.291,10,1.0,0.0,true
0.198,10,1.0,0.0,true
0.996,10,1.0,0.0,true
0.539,10,1.0,0.0,true
0.866,10,1.0,0.0,true
0.624,10,1.0,0.0,true
0.325,10,1.0,0.0,true
0.665,10,1.0,0.0,true
0.972,10,1.0,0.0,true
0.51,10,1.0,0.0,true
0.731,10,1.0,0.0,true
1.0,10,1.0,0.0,true
0.645,10,1.0,0.0,true
0.271,10,1.0,0.0,true
0.857,10,1.0,0.0,true
0.936,10,1.0,0.0,true
0.664,10,1.0,0.0,true
0.629,10,1.0,0.0,true
0.111,10,1.0,0.0,true
0.475,10,1.0,0.0,true
0.72,10,1.0,0.0,true
0.177,10,1.0,0.0,true
0.158,10,1.0,0.0,true
0.856,10,1.0,0.0,true
0.682,10,1.0,0.0,true
0.855,10,1.0,0.0,true
0.221,10,1.0,0.0,true
0.641,10,1.0,0.0,true
0.774,10,1.0,0.0,true
0.976,10,1.0,0.0,true
0.674,10,1.0,0.0,true
0.321,10,1.0,0.0,true
0.924,10,1.0,0.0,true
0.769,10,1.0,0.0,true
0.99,10,1.0,0.0,true
0.724,10,1.0,0.0,true
0.728,10,1.0,0.0,true
0.981,10,1.0,0.0,true
0.979,10,1.0,0.0,true
0.896,10,1.0,0.0,true
0.024,10,1.0,0.0,true
0.145,10,1.0,0.0,true
0.329,10,1.0,0.0,true
0.422,10,1.0,0.0,true
0.97,10,1.0,0.0,true
0.893,10,1.0,0.0,true
0.304,10,1.0,0.0,true
0.67,10,1.0,0.0,true
0.754,10,1.0,0.0,true
0.537,10,1.0,0.0,true
0.817,10,1.0,0.0,true
0.427,10,1.0,0.0,true
0.366,10,1.0,0.0,true
0.901,10,1.0,0.0,true
0.855,10,1.0,0.0,true
0.342,10,1.0,0.0,true
0.374,10,1.0,0.0,true
0.783,10,1.0,0.0,true
0.86,10,1.0,0.0,true
0.868,10,1.0,0.0,true
0.423,10,1.0,0.0,true
0.672,10,1.0,0.0,true
0.587,10,1.0,0.0,true
0.635,10,1.0,0.0,true
0.801,10,1.0,0.0,true
0.939,10,1.0,0.0,true
0.221,10,1.0,0.0,true
0.917,10,1.0,0.0,true
0.31,10,1.0,0.0,true
0.392,10,1.0,0.0,true
0.466,10,1.0,0.0,true
0.669,10,1.0,0.0,true
0.386,10,1.0,0.0,true
0.396,10,1.0,0.0,true
0.813,10,1.0,0.0,true
0.768,10,1.0,0.0,true
0.657,10,1.0,0.0,true
0.72,10,1.0,0.0,true
0.691,10,1.0,0.0,true
0.834,10,1.0,0.0,true
0.344,10,1.0,0.0,true
0.569,10,1.0,0.0,true
0.682,10,1.0,0.0,true
0.888,10,1.0,0.0,true
0.302,10,1.0,0.0,true
0.492,10,1.0,0.0,true
0.994,10,1.0,0.0,true
0.447,10,1.0,0.0,true
0.832,10,1.0,0.0,true
0.023,10,1.0,0.0,true
0.638,10,1.0,0.0,true
0.398,10,1.0,0.0,true
0.587,10,1.0,0.0,true
0.928,10,1.0,0.0,true
0.065,10,1.0,0.0,true
0.76,10,1.0,0.0,true
0.744,10,1.0,0.0,true
0.725,10,1.0,0.0,true
0.636,10,1.0,0.0,true
0.489,10,1.0,0.0,true
0.141,10,1.0,0.0,true
0.259,10,1.0,0.0,true
0.277,10,1.0,0.0,true
0.95,10,1.0,0.0,true
0.882,10,1.0,0.0,true
0.593,10,1.0,0.0,true
0.759,10,1.0,0.0,true
0.435,10,1.0,0.0,true
0.237,10,1.0,0.0,true
0.693,10,1.0,0.0,true
0.357,10,1.0,0.0,true
0.073,10,1.0,0.0,true
0.462,10,1.0,0.0,true
0.912,10,1.0,0.0,true
0.987,10,1.0,0.0,true
0.252,10,1.0,0.0,true
0.558,10,1.0,0.0,true
0.633,10,1.0,0.0,true
0.923,10,1.0,0.0,true
0.894,10,1.0,0.0,true
0.949,10,1.0,0.0,true
0.68,10,1.0,0.0,true
0.884,10,1.0,0.0,true
0.712,10,1.0,0.0,true
0.324,10,1.0,0.0,true
0.233,10,1.0,0.0,true
0.518,10,1.0,0.0,true
0.706,10,1.0,0.0,true
0.336,10,1.0,0.0,true
0.942,10,1.0,0.0,true
0.714,10,1.0,0.0,true
0.144,10,1.0,0.0,true
0.973,10,1.0,0.0,true
0.843,10,1.0,0.0,true
0.121,10,1.0,0.0,true
0.462,10,1.0,0.0,true
0.528,10,1.0,0.0,true
0.764,10,1.0,0.0,true
0.411,10,1.0,0.0,true
0.548,10,1.0,0.0,true
0.468,10,1.0,0.0,true
0.465,10,1.0,0.0,true
0.305,10,1.0,0.0,true
0.949,10,1.0,0.0,true
0.936,10,1.0,0.0,true
0.165,10,1.0,0.0,true
0.992,10,1.0,0.0,true
0.54,10,1.0,0.0,true
0.891,10,1.0,0.0,true
0.771,10,1.0,0.0,true
0.668,10,1.0,0.0,true
0.348,10,1.0,0.0,true
0.711,10,1.0,0.0,true
0.763,10,1.0,0.0,true
0.372,10,1.0,0.0,true
0.812,10,1.0,0.0,true
0.889,10,1.0,0.0,true
0.763,10,1.0,0.0,true
0.861,10,1.0,0.0,true
0.805,10,1.0,0.0,true
0.745,10,1.0,0.0,true
0.389,10,1.0,0.0,true
0.85,10,1.0,0.0,true
0.884,10,1.0,0.0,true
0.979,10,1.0,0.0,true
0.224,10,1.0,0.0,true
0.267,10,1.0,0.0,true
0.078,10,1.0,0.0,true
0.057,10,1.0,0.0,true
0.687,10,1.0,0.0,true
0.371,10,1.0,0.0,true
0.906,10,1.0,0.0,true
0.135,10,1.0,0.0,true
0.117,10,1.0,0.0,true
0.82,10,1.0,0.0,true
0.416,10,1.0,0.0,true
0.501,10,1.0,0.0,true
0.938,10,1.0,0.0,true
0.107,10,1.0,0.0,true
0.502,10,1.0,0.0,true
0.288,10,1.0,0.0,true
0.689,10,1.0,0.0,true
0.914,10,1.0,0.0,true
0.334,10,1.0,0.0,true
0.72,10,1.0,0.0,true
0.728,10,1.0,0.0,true
0.381,10,1.0,0.0,true
0.121,10,1.0,0.0,true
0.284,10,1.0,0.0,true
0.762,10,1.0,0.0,true
0.08,10,1.0,0.0,true
0.981,10,1.0,0.0,true
0.983,10,1.0,0.0,true
0.855,10,1.0,0.0,true
0.324,10,1.0,0.0,true
0.683,10,1.0,0.0,true
0.628,10,1.0,0.0,true
0.61,10,1.0,0.0,true
0.883,10,1.0,0.0,true
0.328,10,1.0,0.0,true
0.928,10,1.0,0.0,true
0.403,10,1.0,0.0,true
0.663,10,1.0,0.0,true
0.404,10,1.0,0.0,true
0.612,10,1.0,0.0,true
0.351,10,1.0,0.0,true
0.529,10,1.0,0.0,true
0.155,10,1.0,0.0,true
0.751,10,1.0,0.0,true
0.477,10,1.0,0.0,true
0.456,10,1.0,0.0,true
0.868,10,1.0,0.0,true
0.803,10,1.0,0.0,true
0.292,10,1.0,0.0,true
0.405,10,1.0,0.0,true
0.272,10,1.0,0.0,true
0.29,10,1.0,0.0,true
0.957,10,1.0,0.0,true
0.625,10,1.0,0.0,true
0.924,10,1.0,0.0,true
0.477,10,1.0,0.0,true
0.862,10,1.0,0.0,true
0.153,10,1.0,0.0,true
0.955,10,1.0,0.0,true
0.856,10,1.0,0.0,true
0.941,10,1.0,0.0,true
0.686,10,1.0,0.0,true
0.556,10,1.0,0.0,true
0.934,10,1.0,0.0,true
0.976,10,1.0,0.0,true
0.783,10,1.0,0.0,true
0.649,10,1.0,0.0,true
0.664,10,1.0,0.0,true
0.872,10,1.0,0.0,true
0.247,10,1.0,0.0,true
0.527,10,1.0,0.0,true
0.983,10,1.0,0.0,true
0.515,10,1.0,0.0,true
0.535,10,1.0,0.0,true
0.87,10,1.0,0.0,true
0.061,10,1.0,0.0,true
0.456,10,1.0,0.0,true
0.963,10,1.0,0.0,true
0.311,10,1.0,0.0,true
0.512,10,1.0,0.0,true
0.675,10,1.0,0.0,true
0.208,10,1.0,0.0,true
0.815,10,1.0,0.0,true
0.202,10,1.0,0.0,true
0.59,10,1.0,0.0,true
0.107,10,1.0,0.0,true
0.281,10,1.0,0.0,true
0.131,10,1.0,0.0,true
0.993,10,1.0,0.0,true
0.907,10,1.0,0.0,true
0.295,10,1.0,0.0,true
0.763,10,1.0,0.0,true
0.945,10,1.0,0.0,true
0.813,10,1.0,0.0,true
0.453,10,1.0,0.0,true
0.53,10,1.0,0.0,true
0.981,10,1.0,0.0,true
0.225,10,1.0,0.0,true
0.62,10,1.0,0.0,true
0.803,10,1.0,0.0,true
0.973,10,1.0,0.0,true
0.042,10,1.0,0.0,true
0.805,10,1.0,0.0,true
0.641,10,1.0,0.0,true
0.715,10,1.0,0.0,true
0.149,10,1.0,0.0,true
0.569,10,1.0,0.0,true
0.943,10,1.0,0.0,true
0.697,10,1.0,0.0,true
0.925,10,1.0,0.0,true
0.356,10,1.0,0.0,true
0.888,10,1.0,0.0,true
0.933,10,1.0,0.0,true
0.309,10,1.0,0.0,true
0.537,10,1.0,0.0,true
0.942,10,1.0,0.0,true
